Date,Open,High,Low,Close,Adj Close,Volume
2020-09-03,7.368800,7.449000,7.359890,7.363240,7.363240,0
2020-09-04,7.423240,7.456890,7.418500,7.422010,7.422010,0
2020-09-07,7.422190,7.463510,7.410990,7.431400,7.431400,0
2020-09-08,7.449700,7.487170,7.442450,7.449700,7.449700,0
2020-09-09,7.479200,7.494820,7.473200,7.479100,7.479100,0
2020-09-10,7.473800,7.485460,7.411400,7.468880,7.468880,0
2020-09-11,7.442500,7.476560,7.437060,7.442500,7.442500,0
2020-09-14,7.472600,7.496500,7.464000,7.467290,7.467290,0
2020-09-15,7.483700,7.497210,7.473230,7.483500,7.483500,0
2020-09-16,7.484100,7.505880,7.476680,7.485400,7.485400,0
2020-09-17,7.486380,7.560300,7.482120,7.492700,7.492700,0
2020-09-18,7.547600,7.574800,7.538100,7.544600,7.544600,0
2020-09-21,7.558650,7.634700,7.553700,7.557600,7.557600,0
2020-09-22,7.615700,7.669150,7.613500,7.616640,7.616640,0
2020-09-23,7.667970,7.705700,7.650020,7.667700,7.667700,0
2020-09-24,7.696500,7.714000,7.554240,7.698600,7.698600,0
2020-09-25,7.612300,7.670900,7.509980,7.615700,7.615700,0
2020-09-28,7.658180,7.831310,7.654290,7.658180,7.658180,0
2020-09-29,7.792300,7.853530,7.762500,7.780360,7.780360,0
2020-09-30,7.798170,7.831700,7.695500,7.811330,7.811330,0
2020-10-01,7.706770,7.774900,7.635930,7.705870,7.705870,0
2020-10-02,7.750600,7.771600,7.721780,7.751400,7.751400,0
2020-10-05,7.755500,7.785500,7.719180,7.736630,7.736630,0
2020-10-06,7.759900,7.795760,7.741400,7.760000,7.760000,0
2020-10-07,7.788370,7.883400,7.781470,7.788270,7.788270,0
2020-10-08,7.871860,7.943450,7.871860,7.872690,7.872690,0
2020-10-09,7.939900,7.952250,7.835200,7.940300,7.940300,0
2020-10-12,7.862500,7.910930,7.845250,7.845250,7.845250,0
2020-10-13,7.884670,7.924400,7.869660,7.885400,7.885400,0
2020-10-14,7.922600,7.956360,7.895600,7.920700,7.920700,0
